86043 silly lifecycle beeper@1.1.0~preinstall: no script for preinstall, continuing
91059 verbose linkBins postcss-discard-overridden@0.1.1
91060 verbose linkMans postcss-discard-overridden@0.1.1
91061 silly build postcss-discard-empty@2.1.0
91062 info linkStuff postcss-discard-empty@2.1.0
91063 silly linkStuff postcss-discard-empty@2.1.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91064 verbose linkBins postcss-discard-empty@2.1.0
91065 verbose linkMans postcss-discard-empty@2.1.0
91066 silly build postcss-discard-duplicates@2.0.1
91067 info linkStuff postcss-discard-duplicates@2.0.1
91068 silly linkStuff postcss-discard-duplicates@2.0.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91069 verbose linkBins postcss-discard-duplicates@2.0.1
91070 verbose linkMans postcss-discard-duplicates@2.0.1
91071 silly build postcss-discard-comments@2.0.4
91072 info linkStuff postcss-discard-comments@2.0.4
91073 silly linkStuff postcss-discard-comments@2.0.4 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91074 verbose linkBins postcss-discard-comments@2.0.4
91075 verbose linkMans postcss-discard-comments@2.0.4
91076 silly build postcss-convert-values@2.4.0
91077 info linkStuff postcss-convert-values@2.4.0
91078 silly linkStuff postcss-convert-values@2.4.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91079 verbose linkBins postcss-convert-values@2.4.0
91080 verbose linkMans postcss-convert-values@2.4.0
91081 silly build postcss-colormin@2.2.0
91082 info linkStuff postcss-colormin@2.2.0
91083 silly linkStuff postcss-colormin@2.2.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91084 verbose linkBins postcss-colormin@2.2.0
91085 verbose linkMans postcss-colormin@2.2.0
91086 silly build postcss-calc@5.2.1
91087 info linkStuff postcss-calc@5.2.1
91088 silly linkStuff postcss-calc@5.2.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91089 verbose linkBins postcss-calc@5.2.1
91090 verbose linkMans postcss-calc@5.2.1
91091 silly build autoprefixer@6.3.6
91092 info linkStuff autoprefixer@6.3.6
91093 silly linkStuff autoprefixer@6.3.6 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91094 verbose linkBins autoprefixer@6.3.6
91095 verbose linkMans autoprefixer@6.3.6
91096 silly build vinyl-sourcemaps-apply@0.2.1
91097 info linkStuff vinyl-sourcemaps-apply@0.2.1
91098 silly linkStuff vinyl-sourcemaps-apply@0.2.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\gulp-uglify\node_modules as its parent node_modules
91099 verbose linkBins vinyl-sourcemaps-apply@0.2.1
91100 verbose linkMans vinyl-sourcemaps-apply@0.2.1
91101 silly build vinyl-sourcemaps-apply@0.2.1
91102 info linkStuff vinyl-sourcemaps-apply@0.2.1
91103 silly linkStuff vinyl-sourcemaps-apply@0.2.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\gulp-cssnano\node_modules as its parent node_modules
91104 verbose linkBins vinyl-sourcemaps-apply@0.2.1
91105 verbose linkMans vinyl-sourcemaps-apply@0.2.1
91106 silly build concat-with-sourcemaps@1.0.4
91107 info linkStuff concat-with-sourcemaps@1.0.4
91108 silly linkStuff concat-with-sourcemaps@1.0.4 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91109 verbose linkBins concat-with-sourcemaps@1.0.4
91110 verbose linkMans concat-with-sourcemaps@1.0.4
91111 silly build source-map@0.1.32
91112 info linkStuff source-map@0.1.32
91113 silly linkStuff source-map@0.1.32 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\source-map-support\node_modules as its parent node_modules
91114 verbose linkBins source-map@0.1.32
91115 verbose linkMans source-map@0.1.32
91116 silly build source-map-support@0.3.3
91117 info linkStuff source-map-support@0.3.3
91118 silly linkStuff source-map-support@0.3.3 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91119 verbose linkBins source-map-support@0.3.3
91120 verbose linkMans source-map-support@0.3.3
91121 silly build sparkles@1.0.0
91122 info linkStuff sparkles@1.0.0
91123 silly linkStuff sparkles@1.0.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91124 verbose linkBins sparkles@1.0.0
91125 verbose linkMans sparkles@1.0.0
91126 silly build has-gulplog@0.1.0
91127 info linkStuff has-gulplog@0.1.0
91128 silly linkStuff has-gulplog@0.1.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91129 verbose linkBins has-gulplog@0.1.0
91130 verbose linkMans has-gulplog@0.1.0
91131 silly build glogg@1.0.0
91132 info linkStuff glogg@1.0.0
91133 silly linkStuff glogg@1.0.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91134 verbose linkBins glogg@1.0.0
91135 verbose linkMans glogg@1.0.0
91136 silly build gulplog@1.0.0
91137 info linkStuff gulplog@1.0.0
91138 silly linkStuff gulplog@1.0.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91139 verbose linkBins gulplog@1.0.0
91140 verbose linkMans gulplog@1.0.0
91141 silly build spdx-exceptions@1.0.4
91142 info linkStuff spdx-exceptions@1.0.4
91143 silly linkStuff spdx-exceptions@1.0.4 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91144 verbose linkBins spdx-exceptions@1.0.4
91145 verbose linkMans spdx-exceptions@1.0.4
91146 silly build spdx-license-ids@1.2.1
91147 info linkStuff spdx-license-ids@1.2.1
91148 silly linkStuff spdx-license-ids@1.2.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91149 verbose linkBins spdx-license-ids@1.2.1
91150 verbose linkMans spdx-license-ids@1.2.1
91151 silly build spdx-expression-parse@1.0.2
91152 info linkStuff spdx-expression-parse@1.0.2
91153 silly linkStuff spdx-expression-parse@1.0.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91154 verbose linkBins spdx-expression-parse@1.0.2
91155 verbose linkMans spdx-expression-parse@1.0.2
91156 silly build spdx-correct@1.0.2
91157 info linkStuff spdx-correct@1.0.2
91158 silly linkStuff spdx-correct@1.0.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91159 verbose linkBins spdx-correct@1.0.2
91160 verbose linkMans spdx-correct@1.0.2
91161 silly build sprintf-js@1.0.3
91162 info linkStuff sprintf-js@1.0.3
91163 silly linkStuff sprintf-js@1.0.3 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91164 verbose linkBins sprintf-js@1.0.3
91165 verbose linkMans sprintf-js@1.0.3
91166 silly build argparse@1.0.7
91167 info linkStuff argparse@1.0.7
91168 silly linkStuff argparse@1.0.7 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91169 verbose linkBins argparse@1.0.7
91170 verbose linkMans argparse@1.0.7
91171 silly build js-yaml@3.6.1
91172 info linkStuff js-yaml@3.6.1
91173 silly linkStuff js-yaml@3.6.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91174 verbose linkBins js-yaml@3.6.1
91175 verbose link bins [ { 'js-yaml': 'bin/js-yaml.js' },
91175 verbose link bins   'C:\\MyWorkProgram\\MyGitWorkSpace\\myWebLearn\\nodeTest\\node_modules\\.bin',
91175 verbose link bins   false ]
91176 verbose linkMans js-yaml@3.6.1
91177 silly build js-yaml@3.4.5
91178 info linkStuff js-yaml@3.4.5
91179 silly linkStuff js-yaml@3.4.5 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\eslint\node_modules as its parent node_modules
91180 verbose linkBins js-yaml@3.4.5
91181 verbose link bins [ { 'js-yaml': 'bin/js-yaml.js' },
91181 verbose link bins   'C:\\MyWorkProgram\\MyGitWorkSpace\\myWebLearn\\nodeTest\\node_modules\\eslint\\node_modules\\.bin',
91181 verbose link bins   false ]
91182 verbose linkMans js-yaml@3.4.5
91183 silly build asn1@0.2.3
91184 info linkStuff asn1@0.2.3
91185 silly linkStuff asn1@0.2.3 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\sshpk\node_modules as its parent node_modules
91186 verbose linkBins asn1@0.2.3
91187 verbose linkMans asn1@0.2.3
91188 silly build assert-plus@1.0.0
91189 info linkStuff assert-plus@1.0.0
91190 silly linkStuff assert-plus@1.0.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\sshpk\node_modules as its parent node_modules
91191 verbose linkBins assert-plus@1.0.0
91192 verbose linkMans assert-plus@1.0.0
91193 silly build stable@0.1.5
91194 info linkStuff stable@0.1.5
91195 silly linkStuff stable@0.1.5 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91196 verbose linkBins stable@0.1.5
91197 verbose linkMans stable@0.1.5
91198 silly build alter@0.2.0
91199 info linkStuff alter@0.2.0
91200 silly linkStuff alter@0.2.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91201 verbose linkBins alter@0.2.0
91202 verbose linkMans alter@0.2.0
91203 silly build statuses@1.3.0
91204 info linkStuff statuses@1.3.0
91205 silly linkStuff statuses@1.3.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91206 verbose linkBins statuses@1.3.0
91207 verbose linkMans statuses@1.3.0
91208 silly build http-errors@1.5.0
91209 info linkStuff http-errors@1.5.0
91210 silly linkStuff http-errors@1.5.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91211 verbose linkBins http-errors@1.5.0
91212 verbose linkMans http-errors@1.5.0
91213 silly build serve-index@1.8.0
91214 info linkStuff serve-index@1.8.0
91215 silly linkStuff serve-index@1.8.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91216 verbose linkBins serve-index@1.8.0
91217 verbose linkMans serve-index@1.8.0
91218 silly build send@0.14.1
91219 info linkStuff send@0.14.1
91220 silly linkStuff send@0.14.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91221 verbose linkBins send@0.14.1
91222 verbose linkMans send@0.14.1
91223 silly build serve-static@1.11.1
91224 info linkStuff serve-static@1.11.1
91225 silly linkStuff serve-static@1.11.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91226 verbose linkBins serve-static@1.11.1
91227 verbose linkMans serve-static@1.11.1
91228 silly build stream-combiner@0.0.4
91229 info linkStuff stream-combiner@0.0.4
91230 silly linkStuff stream-combiner@0.0.4 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91231 verbose linkBins stream-combiner@0.0.4
91232 verbose linkMans stream-combiner@0.0.4
91233 silly build stream-consume@0.1.0
91234 info linkStuff stream-consume@0.1.0
91235 silly linkStuff stream-consume@0.1.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91236 verbose linkBins stream-consume@0.1.0
91237 verbose linkMans stream-consume@0.1.0
91238 silly build stream-counter@1.0.0
91239 info linkStuff stream-counter@1.0.0
91240 silly linkStuff stream-counter@1.0.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91241 verbose linkBins stream-counter@1.0.0
91242 verbose linkMans stream-counter@1.0.0
91243 silly build stream-throttle@0.1.3
91244 info linkStuff stream-throttle@0.1.3
91245 silly linkStuff stream-throttle@0.1.3 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91246 verbose linkBins stream-throttle@0.1.3
91247 verbose link bins [ { throttleproxy: './bin/throttleproxy.js' },
91247 verbose link bins   'C:\\MyWorkProgram\\MyGitWorkSpace\\myWebLearn\\nodeTest\\node_modules\\.bin',
91247 verbose link bins   false ]
91248 verbose linkMans stream-throttle@0.1.3
91249 silly build strict-uri-encode@1.1.0
91250 info linkStuff strict-uri-encode@1.1.0
91251 silly linkStuff strict-uri-encode@1.1.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91252 verbose linkBins strict-uri-encode@1.1.0
91253 verbose linkMans strict-uri-encode@1.1.0
91254 silly build query-string@2.4.2
91255 info linkStuff query-string@2.4.2
91256 silly linkStuff query-string@2.4.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91257 verbose linkBins query-string@2.4.2
91258 verbose linkMans query-string@2.4.2
91259 silly build query-string@4.2.2
91260 info linkStuff query-string@4.2.2
91261 silly linkStuff query-string@4.2.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\normalize-url\node_modules as its parent node_modules
91262 verbose linkBins query-string@4.2.2
91263 verbose linkMans query-string@4.2.2
91264 silly build normalize-url@1.5.3
91265 info linkStuff normalize-url@1.5.3
91266 silly linkStuff normalize-url@1.5.3 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91267 verbose linkBins normalize-url@1.5.3
91268 verbose linkMans normalize-url@1.5.3
91269 silly build postcss-normalize-url@3.0.7
91270 info linkStuff postcss-normalize-url@3.0.7
91271 silly linkStuff postcss-normalize-url@3.0.7 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91272 verbose linkBins postcss-normalize-url@3.0.7
91273 verbose linkMans postcss-normalize-url@3.0.7
91274 silly build string_decoder@0.10.31
91275 info linkStuff string_decoder@0.10.31
91276 silly linkStuff string_decoder@0.10.31 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91277 verbose linkBins string_decoder@0.10.31
91278 verbose linkMans string_decoder@0.10.31
91279 silly build readable-stream@1.0.34
91280 info linkStuff readable-stream@1.0.34
91281 silly linkStuff readable-stream@1.0.34 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\protractor\node_modules as its parent node_modules
91282 verbose linkBins readable-stream@1.0.34
91283 verbose linkMans readable-stream@1.0.34
91284 silly build bl@0.9.5
91285 info linkStuff bl@0.9.5
91286 silly linkStuff bl@0.9.5 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\protractor\node_modules as its parent node_modules
91287 verbose linkBins bl@0.9.5
91288 verbose linkMans bl@0.9.5
91289 silly build readable-stream@1.0.34
91290 info linkStuff readable-stream@1.0.34
91291 silly linkStuff readable-stream@1.0.34 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\main-bower-files\node_modules as its parent node_modules
91292 verbose linkBins readable-stream@1.0.34
91293 verbose linkMans readable-stream@1.0.34
91294 silly build readable-stream@1.0.34
91295 info linkStuff readable-stream@1.0.34
91296 silly linkStuff readable-stream@1.0.34 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\log4js\node_modules as its parent node_modules
91297 verbose linkBins readable-stream@1.0.34
91298 verbose linkMans readable-stream@1.0.34
91299 silly build log4js@0.6.37
91300 info linkStuff log4js@0.6.37
91301 silly linkStuff log4js@0.6.37 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91302 verbose linkBins log4js@0.6.37
91303 verbose linkMans log4js@0.6.37
91304 silly build readable-stream@1.0.34
91305 info linkStuff readable-stream@1.0.34
91306 silly linkStuff readable-stream@1.0.34 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\gulp-useref\node_modules as its parent node_modules
91307 verbose linkBins readable-stream@1.0.34
91308 verbose linkMans readable-stream@1.0.34
91309 silly build readable-stream@1.0.34
91310 info linkStuff readable-stream@1.0.34
91311 silly linkStuff readable-stream@1.0.34 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\gulp-sass\node_modules as its parent node_modules
91312 verbose linkBins readable-stream@1.0.34
91313 verbose linkMans readable-stream@1.0.34
91314 silly build readable-stream@1.0.34
91315 info linkStuff readable-stream@1.0.34
91316 silly linkStuff readable-stream@1.0.34 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\gulp-ng-annotate\node_modules\through2\node_modules as its parent node_modules
91317 verbose linkBins readable-stream@1.0.34
91318 verbose linkMans readable-stream@1.0.34
91319 silly build through2@0.4.2
91320 info linkStuff through2@0.4.2
91321 silly linkStuff through2@0.4.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\gulp-ng-annotate\node_modules as its parent node_modules
91322 verbose linkBins through2@0.4.2
91323 verbose linkMans through2@0.4.2
91324 silly build readable-stream@1.1.14
91325 info linkStuff readable-stream@1.1.14
91326 silly linkStuff readable-stream@1.1.14 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\gulp-ng-annotate\node_modules as its parent node_modules
91327 verbose linkBins readable-stream@1.1.14
91328 verbose linkMans readable-stream@1.1.14
91329 silly build bufferstreams@0.0.2
91330 info linkStuff bufferstreams@0.0.2
91331 silly linkStuff bufferstreams@0.0.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\gulp-ng-annotate\node_modules as its parent node_modules
91332 verbose linkBins bufferstreams@0.0.2
91333 verbose linkMans bufferstreams@0.0.2
91334 silly build readable-stream@1.0.34
91335 info linkStuff readable-stream@1.0.34
91336 silly linkStuff readable-stream@1.0.34 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\gulp-concat\node_modules as its parent node_modules
91337 verbose linkBins readable-stream@1.0.34
91338 verbose linkMans readable-stream@1.0.34
91339 silly build readable-stream@1.0.34
91340 info linkStuff readable-stream@1.0.34
91341 silly linkStuff readable-stream@1.0.34 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\glob-stream\node_modules as its parent node_modules
91342 verbose linkBins readable-stream@1.0.34
91343 verbose linkMans readable-stream@1.0.34
91344 silly build readable-stream@1.1.14
91345 info linkStuff readable-stream@1.1.14
91346 silly linkStuff readable-stream@1.1.14 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\duplexer2\node_modules as its parent node_modules
91347 verbose linkBins readable-stream@1.1.14
91348 verbose linkMans readable-stream@1.1.14
91349 silly build duplexer2@0.0.2
91350 info linkStuff duplexer2@0.0.2
91351 silly linkStuff duplexer2@0.0.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91352 verbose linkBins duplexer2@0.0.2
91353 verbose linkMans duplexer2@0.0.2
91354 silly build multipipe@0.1.2
91355 info linkStuff multipipe@0.1.2
91356 silly linkStuff multipipe@0.1.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91357 verbose linkBins multipipe@0.1.2
91358 verbose linkMans multipipe@0.1.2
91359 silly build stringmap@0.2.2
91360 info linkStuff stringmap@0.2.2
91361 silly linkStuff stringmap@0.2.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91362 verbose linkBins stringmap@0.2.2
91363 verbose linkMans stringmap@0.2.2
91364 silly build stringset@0.2.1
91365 info linkStuff stringset@0.2.1
91366 silly linkStuff stringset@0.2.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91367 verbose linkBins stringset@0.2.1
91368 verbose linkMans stringset@0.2.1
91369 silly build stringstream@0.0.5
91370 info linkStuff stringstream@0.0.5
91371 silly linkStuff stringstream@0.0.5 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91372 verbose linkBins stringstream@0.0.5
91373 verbose linkMans stringstream@0.0.5
91374 silly build strip-ansi@3.0.1
91375 info linkStuff strip-ansi@3.0.1
91376 silly linkStuff strip-ansi@3.0.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91377 verbose linkBins strip-ansi@3.0.1
91378 verbose linkMans strip-ansi@3.0.1
91379 silly build string-width@1.0.1
91380 info linkStuff string-width@1.0.1
91381 silly linkStuff string-width@1.0.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91382 verbose linkBins string-width@1.0.1
91383 verbose linkMans string-width@1.0.1
91384 silly build strip-bom@1.0.0
91385 info linkStuff strip-bom@1.0.0
91386 silly linkStuff strip-bom@1.0.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91387 verbose linkBins strip-bom@1.0.0
91388 verbose link bins [ { 'strip-bom': 'cli.js' },
91388 verbose link bins   'C:\\MyWorkProgram\\MyGitWorkSpace\\myWebLearn\\nodeTest\\node_modules\\.bin',
91388 verbose link bins   false ]
91389 verbose linkMans strip-bom@1.0.0
91390 silly build strip-bom@2.0.0
91391 info linkStuff strip-bom@2.0.0
91392 silly linkStuff strip-bom@2.0.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\strip-bom-stream\node_modules as its parent node_modules
91393 verbose linkBins strip-bom@2.0.0
91394 verbose linkMans strip-bom@2.0.0
91395 silly build strip-bom-stream@1.0.0
91396 info linkStuff strip-bom-stream@1.0.0
91397 silly linkStuff strip-bom-stream@1.0.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91398 verbose linkBins strip-bom-stream@1.0.0
91399 verbose linkMans strip-bom-stream@1.0.0
91400 silly build strip-indent@1.0.1
91401 info linkStuff strip-indent@1.0.1
91402 silly linkStuff strip-indent@1.0.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91403 verbose linkBins strip-indent@1.0.1
91404 verbose link bins [ { 'strip-indent': 'cli.js' },
91404 verbose link bins   'C:\\MyWorkProgram\\MyGitWorkSpace\\myWebLearn\\nodeTest\\node_modules\\.bin',
91404 verbose link bins   false ]
91405 verbose linkMans strip-indent@1.0.1
91406 silly build redent@1.0.0
91407 info linkStuff redent@1.0.0
91408 silly linkStuff redent@1.0.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91409 verbose linkBins redent@1.0.0
91410 verbose linkMans redent@1.0.0
91411 silly build strip-json-comments@1.0.4
91412 info linkStuff strip-json-comments@1.0.4
91413 silly linkStuff strip-json-comments@1.0.4 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91414 verbose linkBins strip-json-comments@1.0.4
91415 verbose link bins [ { 'strip-json-comments': 'cli.js' },
91415 verbose link bins   'C:\\MyWorkProgram\\MyGitWorkSpace\\myWebLearn\\nodeTest\\node_modules\\.bin',
91415 verbose link bins   false ]
91416 verbose linkMans strip-json-comments@1.0.4
91417 silly build supports-color@2.0.0
91418 info linkStuff supports-color@2.0.0
91419 silly linkStuff supports-color@2.0.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91420 verbose linkBins supports-color@2.0.0
91421 verbose linkMans supports-color@2.0.0
91422 silly build chalk@1.1.3
91423 info linkStuff chalk@1.1.3
91424 silly linkStuff chalk@1.1.3 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91425 verbose linkBins chalk@1.1.3
91426 verbose linkMans chalk@1.1.3
91427 silly build clap@1.1.1
91428 info linkStuff clap@1.1.1
91429 silly linkStuff clap@1.1.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91430 verbose linkBins clap@1.1.1
91431 verbose linkMans clap@1.1.1
91432 silly build csso@2.0.0
91433 info linkStuff csso@2.0.0
91434 silly linkStuff csso@2.0.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91435 verbose linkBins csso@2.0.0
91436 verbose link bins [ { csso: './bin/csso' },
91436 verbose link bins   'C:\\MyWorkProgram\\MyGitWorkSpace\\myWebLearn\\nodeTest\\node_modules\\.bin',
91436 verbose link bins   false ]
91437 verbose linkMans csso@2.0.0
91438 silly build minimist@0.0.8
91439 info linkStuff minimist@0.0.8
91440 silly linkStuff minimist@0.0.8 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\svgo\node_modules as its parent node_modules
91441 verbose linkBins minimist@0.0.8
91442 verbose linkMans minimist@0.0.8
91443 silly build mkdirp@0.5.1
91444 info linkStuff mkdirp@0.5.1
91445 silly linkStuff mkdirp@0.5.1 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules\svgo\node_modules as its parent node_modules
91446 verbose linkBins mkdirp@0.5.1
91447 verbose link bins [ { mkdirp: 'bin/cmd.js' },
91447 verbose link bins   'C:\\MyWorkProgram\\MyGitWorkSpace\\myWebLearn\\nodeTest\\node_modules\\svgo\\node_modules\\.bin',
91447 verbose link bins   false ]
91448 verbose linkMans mkdirp@0.5.1
91449 silly build symbol@0.2.3
91450 info linkStuff symbol@0.2.3
91451 silly linkStuff symbol@0.2.3 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91452 verbose linkBins symbol@0.2.3
91453 verbose linkMans symbol@0.2.3
91454 silly build pkg-conf@1.1.3
91455 info linkStuff pkg-conf@1.1.3
91456 silly linkStuff pkg-conf@1.1.3 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91457 verbose linkBins pkg-conf@1.1.3
91458 verbose linkMans pkg-conf@1.1.3
91459 silly build text-table@0.2.0
91460 info linkStuff text-table@0.2.0
91461 silly linkStuff text-table@0.2.0 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91462 verbose linkBins text-table@0.2.0
91463 verbose linkMans text-table@0.2.0
91464 silly build textextensions@1.0.2
91465 info linkStuff textextensions@1.0.2
91466 silly linkStuff textextensions@1.0.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91467 verbose linkBins textextensions@1.0.2
91468 verbose linkMans textextensions@1.0.2
91469 silly build istextorbinary@1.0.2
91470 info linkStuff istextorbinary@1.0.2
91471 silly linkStuff istextorbinary@1.0.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
91472 verbose linkBins istextorbinary@1.0.2
91473 verbose linkMans istextorbinary@1.0.2
91474 silly build tfunk@3.0.2
91475 info linkStuff tfunk@3.0.2
91476 silly linkStuff tfunk@3.0.2 has C:\MyWorkProgram\MyGitWorkSpace\myWebLearn\nodeTest\node_modules as its parent node_modules
